block_id,drug_drug1_id,drug_drug2_id,cell_line_id,conc_r_unit,conc_c_unit,synergy_zip,synergy_loewe,synergy_hsa,synergy_bliss,ic50_drug1,ic50_drug2,ri_drug1,ri_drug2,css_drug1,css_drug2,css_ri,S_sum,quality,S_mean,S_max,dname_drug1,chembl_id_drug1,inchikey_drug1,smiles_drug1,molecular_formula_drug1,drugbank_id_drug1,kegg_id_drug1,cmaps_name_drug1,dname_drug2,chembl_id_drug2,inchikey_drug2,smiles_drug2,molecular_formula_drug2,drugbank_id_drug2,kegg_id_drug2,cmaps_name_drug2,cell_line_name,cell_disease_id,tumor_lo12cation_cosmic,tumor_location_cellosaurus,disease_cui
4651,1,4,4,uM,uM,1.84287510213991,-1.54100561282829,3.83236131841223,0.366357842959504,10.0,0.0464858993314337,4.246,38.393,52.905,68.993,60.949,18.31,,39.62949999999999,22.556,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,915019-65-7,CHEMBL1879463,JOGKUKXHTYWRGZ-UHFFFAOYSA-N,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,C30H23N5O,DB11651,D10552,NVP-BEZ235,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4652,1,4,4,uM,uM,4.6523415006472,0.635556887171711,6.00892381841223,2.5429203429595,10.0,0.0464858993314337,4.246,38.393,55.143,72.104,63.6235,20.9845,,42.304,25.2305,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,915019-65-7,CHEMBL1879463,JOGKUKXHTYWRGZ-UHFFFAOYSA-N,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,C30H23N5O,DB11651,D10552,NVP-BEZ235,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4653,1,5,4,uM,uM,0.589177241838738,-16.4822043900083,-4.21431480358832,-4.7248689738407,10.0,0.0077324775308884,4.246,36.901,59.939,67.395,63.667,22.52,,43.0935,26.766,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Bortezomib,CHEMBL325041,GXJABQQUPOEUTA-RDJZCZTQSA-N,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C19H25BN4O4,DB00188,D03150,bortezomib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4654,1,5,4,uM,uM,-0.658015833589652,-15.0474543900083,-2.77956480358832,-3.29011897384069,10.0,0.0077324775308884,4.246,36.901,55.024,66.156,60.59,19.443,,40.0165,23.689,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Bortezomib,CHEMBL325041,GXJABQQUPOEUTA-RDJZCZTQSA-N,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C19H25BN4O4,DB00188,D03150,bortezomib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4655,1,5,4,uM,uM,2.7042732329674,-8.11251689000829,4.15537269641168,3.6448185261593,10.0,0.0077324775308884,4.246,36.901,75.674,64.955,70.3145,29.1675,,49.74099999999999,33.41349999999999,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Bortezomib,CHEMBL325041,GXJABQQUPOEUTA-RDJZCZTQSA-N,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C19H25BN4O4,DB00188,D03150,bortezomib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4656,1,5,4,uM,uM,0.652924938509201,-12.3315168900083,-0.0636273035883149,-0.574181473840693,10.0,0.0077324775308884,4.246,36.901,57.775,66.596,62.1855,21.0385,,41.612,25.2845,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Bortezomib,CHEMBL325041,GXJABQQUPOEUTA-RDJZCZTQSA-N,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,C19H25BN4O4,DB00188,D03150,bortezomib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4657,1,8,4,uM,uM,-0.756503961557655,-5.74964305981024,0.124409915825921,-3.22984572556144,10.0,3.0,4.246,15.013,60.383,52.88,56.6315,37.3725,,47.002,41.6185,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Dasatinib,CHEMBL1421,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,C22H26ClN7O2S,DB01254,D03658,dasatinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4658,1,8,4,uM,uM,-5.31597558207598,-3.17758055981024,2.69647241582592,-0.657783225561443,10.0,3.0,4.246,15.013,55.77,56.174,55.972,36.713,,46.3425,40.959,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Dasatinib,CHEMBL1421,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,C22H26ClN7O2S,DB01254,D03658,dasatinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4659,1,8,4,uM,uM,1.84119429062387,-0.58639305981024,5.28765991582592,1.93340427443856,10.0,3.0,4.246,15.013,61.936,53.457,57.6965,38.4375,,48.067,42.6835,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Dasatinib,CHEMBL1421,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,C22H26ClN7O2S,DB01254,D03658,dasatinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4660,1,8,4,uM,uM,6.31016064068852,3.37904444018976,9.25309741582592,5.89884177443856,10.0,3.0,4.246,15.013,63.214,58.46,60.837,41.578,,51.2075,45.824000000000005,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Dasatinib,CHEMBL1421,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)N4CCN(CC4)CCO)C,C22H26ClN7O2S,DB01254,D03658,dasatinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4661,1,10,4,uM,uM,1.40501470983126,-10.8700652156672,3.27859519641168,2.52881128273338,10.0,0.0110887210319778,4.246,31.661,65.682,63.965,64.8235,28.9165,,46.86999999999999,33.162499999999994,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Dinaciclib,CHEMBL2103840,PIMQWRZWLQKKBJ-SFHVURJKSA-N,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,C21H28N6O2,DB12021,D09604,dinaciclib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4662,1,10,4,uM,uM,3.2835125063324,-7.66475271566716,6.48390769641168,5.73412378273338,10.0,0.0110887210319778,4.246,31.661,65.671,63.358,64.5145,28.6075,,46.56099999999999,32.8535,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Dinaciclib,CHEMBL2103840,PIMQWRZWLQKKBJ-SFHVURJKSA-N,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,C21H28N6O2,DB12021,D09604,dinaciclib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4663,1,10,4,uM,uM,2.90029533239735,-9.39619021566716,4.75247019641168,4.00268628273338,10.0,0.0110887210319778,4.246,31.661,66.0,62.408,64.204,28.297,,46.25049999999999,32.54299999999999,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Dinaciclib,CHEMBL2103840,PIMQWRZWLQKKBJ-SFHVURJKSA-N,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,C21H28N6O2,DB12021,D09604,dinaciclib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4664,1,10,4,uM,uM,5.16043146683435,-8.91237771566716,5.23628269641168,4.48649878273338,10.0,0.0110887210319778,4.246,31.661,69.933,67.905,68.919,33.012,,50.96549999999999,37.258,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Dinaciclib,CHEMBL2103840,PIMQWRZWLQKKBJ-SFHVURJKSA-N,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,C21H28N6O2,DB12021,D09604,dinaciclib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4665,1,12,4,uM,uM,3.65809619196657,3.16572159840613,10.0867863639676,6.98061986698772,10.0,5.0,4.246,8.723,48.945,56.992,52.9685,39.9995,,46.484,44.2455,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Erlotinib,CHEMBL553,AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,C22H23N3O4,DB00530,D07907,erlotinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4666,1,12,4,uM,uM,1.07950932301397,-1.99890340159387,4.92216136396756,1.81599486698772,10.0,5.0,4.246,8.723,54.34,49.382,51.861,38.892,,45.37649999999999,43.138,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Erlotinib,CHEMBL553,AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,C22H23N3O4,DB00530,D07907,erlotinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4667,1,12,4,uM,uM,3.67783597919032,3.14365909840612,10.0647238639676,6.95855736698771,10.0,5.0,4.246,8.723,56.417,57.659,57.038,44.069,,50.5535,48.315,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Erlotinib,CHEMBL553,AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,C22H23N3O4,DB00530,D07907,erlotinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4668,1,12,4,uM,uM,2.57755525611632,0.360284098406128,7.28134886396755,4.17518236698772,10.0,5.0,4.246,8.723,54.874,54.519,54.6965,41.7275,,48.212,45.9735,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Erlotinib,CHEMBL553,AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,C22H23N3O4,DB00530,D07907,erlotinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4669,1,36,4,uM,uM,6.76473382664265,4.10972379719577,9.09372220961757,5.68024970642813,10.0,0.524844391102545,4.246,24.423,63.851,57.771,60.811,32.142,,46.4765,36.388000000000005,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,geldanamycin,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,C29H40N2O9,DB02424,C11222,geldanamycin,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4670,1,36,4,uM,uM,4.46353137096146,1.34322379719577,6.32722220961756,2.91374970642813,10.0,0.524844391102545,4.246,24.423,63.435,57.738,60.5865,31.9175,,46.252,36.1635,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,geldanamycin,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,C29H40N2O9,DB02424,C11222,geldanamycin,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4671,1,36,4,uM,uM,7.47021305436737,5.93341129719577,10.9174097096176,7.50393720642813,10.0,0.524844391102545,4.246,24.423,64.699,60.976,62.8375,34.1685,,48.503,38.4145,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,geldanamycin,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,C29H40N2O9,DB02424,C11222,geldanamycin,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4672,1,36,4,uM,uM,7.944440408986,4.54053629719577,9.52453470961756,6.11106220642813,10.0,0.524844391102545,4.246,24.423,67.633,66.857,67.245,38.576,,52.910500000000006,42.822,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,geldanamycin,CHEMBL278315,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,C29H40N2O9,DB02424,C11222,geldanamycin,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4677,1,15,4,uM,uM,-3.44047893328309,-4.17224841455118,0.799958926467557,-1.31143928030365,10.0,5.0,4.246,3.612,18.232,41.542,29.887,22.029,,25.958,25.641,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Lapatinib,CHEMBL554,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C29H26ClFN4O4S,DB01259,D04024,lapatinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4678,1,15,4,uM,uM,-1.84292344205002,-6.58549841455118,-1.61329107353245,-3.72468928030365,10.0,5.0,4.246,3.612,23.632,40.571,32.1015,24.2435,,28.1725,27.8555,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Lapatinib,CHEMBL554,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C29H26ClFN4O4S,DB01259,D04024,lapatinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4679,1,15,4,uM,uM,2.15471361522209,-0.391435914551182,4.58077142646755,2.46937321969634,10.0,5.0,4.246,3.612,36.955,42.898,39.9265,32.0685,,35.997499999999995,35.680499999999995,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Lapatinib,CHEMBL554,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C29H26ClFN4O4S,DB01259,D04024,lapatinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4680,1,15,4,uM,uM,2.02554254688536,-0.316623414551179,4.65558392646755,2.54418571969635,10.0,5.0,4.246,3.612,29.525,45.875,37.7,29.842,,33.771,33.454,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,Lapatinib,CHEMBL554,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,C29H26ClFN4O4S,DB01259,D04024,lapatinib,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
4681,1,16,4,uM,uM,-2.24728264372936,-5.9100507562624,-1.72887628676674,-2.31091651106346,10.0,0.124215844359492,4.246,0.494,8.199,44.135,26.167,21.427,,23.797,21.921,5-Fluorouracil,CHEMBL185,GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,C4H3FN2O2,DB00544,D00584,fluorouracil,MK-2206,CHEMBL1079175,ULDXWLCXEDXJGE-UHFFFAOYSA-N,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,C25H21N5O,,,MK-2206,A375,C3802,Skin (Malignant melanoma),Amelanotic melanoma,C0206735
